Country,Gender,Wage_hour,Wage_month,Education,Education_years,Experience_years,Partner,Nationality,Numeracy_score
FRA,Male,9.9686209744,1509,Secondary,5,38,Yes,National,159.35748
FRA,Male,17.190751445,2974,Secondary,11,40,Yes,National,253.84438
FRA,Female,7.5838150289,820,Secondary,5,8,,National,182.11459
FRA,Male,10.078553431,1700,Primary,5,42,Yes,National,201.2493
FRA,Female,26.424442609,1600,Upper_second,14,33,,National,229.25064
FRA,Male,9.2485549133,1400,Secondary,11,27,No,National,222.56126
FRA,Male,13.212221305,2000,Upper_second,14,31,Yes,National,308.08527
FRA,Male,10.404624277,1800,Upper_second,14,6,,National,312.66867
FRA,Female,15.433526012,2670,Tertiary,15,12,Yes,National,306.49107
FRA,Female,4.6965317919,1300,Secondary,11,30,Yes,National,263.78835
FRA,Male,11.890999174,1800,Secondary,11,35,Yes,National,262.68643
FRA,Female,11.817597945,2300,Upper_second,14,16,Yes,National,271.69365
FRA,Male,2.7800715662,505,Secondary,11,3,No,National,269.94704
FRA,Female,11.560693642,2000,Secondary,11,41,Yes,National,203.68838
FRA,Male,6.936416185,1800,Secondary,11,10,,National,291.58013
FRA,Male,8.0924855491,1400,Upper_second,14,4,,National,268.2428
FRA,Female,7.8612716763,850,Secondary,11,14,,National,251.5607
FRA,Female,14.533443435,2200,Tertiary,17,15,Yes,National,327.07597
FRA,Male,9.485697347,1600,Secondary,11,22,Yes,National,200.7795
FRA,Male,15.1940545,2300,Secondary,11,22,Yes,National,232.09455
FRA,Female,11.857121684,2000,Secondary,11,26,Yes,National,262.60852
FRA,Male,10.671409515,1800,Upper_second,14,5,Yes,National,280.11522
FRA,Male,13.762730526,2500,Secondary,11,22,Yes,National,237.74562
FRA,Male,13.212221305,2000,Tertiary,17,4,Yes,National,255.46997
FRA,Female,9.3930635838,1300,Upper_second,14,8,Yes,National,161.9614
FRA,Male,6.6628131021,1729,Secondary,13,13,Yes,National,296.48893
FRA,Male,24.855491329,430,Tertiary,17,40,Yes,National,295.56446
FRA,Male,12.551610239,1900,Secondary,13,15,Yes,National,285.47799
FRA,Female,10.05277708,1000,Secondary,11,27,Yes,National,134.45918
FRA,Male,26.589595376,2300,Tertiary,15,10,Yes,National,299.38777
FRA,Female,20.231213873,3500,Tertiary,20,12,Yes,National,341.84036
FRA,Female,9.2485549133,800,Secondary,11,7,No,National,237.8584
FRA,Male,11.098265896,2400,Tertiary,15,6,No,National,361.77732
FRA,Female,9.2485549133,1400,Tertiary,15,1,No,National,305.48979
FRA,Female,12.881915772,1560,Secondary,12,19,Yes,National,317.85977
FRA,Female,9.4211725846,1426.13,Secondary,9,10,,National,244.45047
FRA,Female,20.552344252,2400,Tertiary,20,19,Yes,National,347.20591
FRA,Male,16.599970357,2800,Tertiary,17,20,,National,339.50928
FRA,Male,10.901734104,943,Secondary,5,0,No,National,217.74649
FRA,Female,12.551610239,1900,Tertiary,15,20,Yes,National,271.56688
FRA,Male,18.034682081,2340,Tertiary,15,9,Yes,National,338.19679
FRA,Male,15.1940545,2300,Tertiary,15,3,,National,317.64196
FRA,Male,7.5144508671,1300,Secondary,9,2,,National,187.22039
FRA,Female,17.175887696,2600,Upper_second,14,38,Yes,National,307.55785
FRA,Male,14.821402105,2500,Secondary,11,22,Yes,National,179.71312
FRA,Male,14.22854602,2400,Secondary,11,32,Yes,National,289.19524
FRA,Male,16.955684008,2200,Secondary,11,18,Yes,National,199.04249
FRA,Male,19.075144509,3300,Tertiary,15,2,Yes,Non_national,325.5767
FRA,Female,13.209613629,2171,Secondary,11,26,No,National,261.61236
FRA,Male,7.5144508671,1300,Secondary,13,12,Yes,Non_national,
FRA,Female,8.6353355114,859,Secondary,11,12,Yes,National,279.47138
FRA,Female,21.800165153,3300,Upper_second,14,15,Yes,National,273.6999
FRA,Male,10.404624277,1800,Secondary,9,27,No,National,178.73936
FRA,Female,13.901734104,1924,Upper_second,14,6,Yes,National,351.15223
FRA,Male,17.341040462,3000,Secondary,12,39,Yes,National,300.7309
FRA,Male,13.87283237,2100,Secondary,13,18,Yes,National,335.51994
FRA,Male,12.449977768,2100,Secondary,11,8,Yes,National,245.3674
FRA,Male,15.709331131,2378,Tertiary,15,11,,Non_national,278.34323
FRA,Male,11.857121684,2000,Secondary,11,25,Yes,National,300.83369
FRA,Male,10.952236082,1800,Secondary,13,7,Yes,National,282.18406
FRA,Male,11.560693642,1900,Upper_second,14,6,Yes,National,278.99918
FRA,Male,12.290301863,2392,Secondary,12,14,Yes,National,274.92245
FRA,Female,17.341040462,2400,Upper_second,14,25,Yes,National,280.23515
FRA,Female,21.46985962,3250,Tertiary,17,15,Yes,National,274.40702
FRA,Female,8.9595375723,1550,Tertiary,15,15,Yes,National,266.85849
FRA,Female,15.689512799,1900,Tertiary,15,14,Yes,National,334.49193
FRA,Male,2.7525461051,1000,Secondary,11,36,Yes,National,259.9043
FRA,Male,8.0035571365,1350,Secondary,12,3,No,National,261.38642
FRA,Female,11.560693642,1600,Tertiary,15,18,Yes,National,265.46739
FRA,Female,10.98265896,1900,Secondary,11,20,Yes,National,239.27848
FRA,Female,6.7437379576,700,Secondary,11,11,Yes,National,277.71682
FRA,Female,15.974776668,3800,Tertiary,20,16,No,National,276.05239
FRA,Male,19.77135517,3848,Upper_second,14,19,Yes,National,304.08804
FRA,Female,18.74707077,3000,Tertiary,17,5,Yes,National,305.72746
FRA,Female,10.404624277,900,Secondary,5,32,No,Non_national,144.35921
FRA,Male,23.121387283,400,Secondary,11,14,,National,196.36241
FRA,Female,10.900082576,1650,Tertiary,17,0,No,National,275.2006
FRA,Female,24.575465639,4783,Tertiary,17,19,Yes,National,274.32517
FRA,Female,9.2485549133,1400,Secondary,11,15,Yes,National,207.33721
FRA,Male,11.393063584,1971,Secondary,13,14,Yes,National,335.51162
FRA,Male,13.549132948,2051,Secondary,11,30,,National,140.62054
FRA,Male,19.075144509,3300,Tertiary,14,37,Yes,National,345.93132
FRA,Female,16.515276631,2500,Upper_second,14,32,No,National,237.22809
FRA,Male,14.771997431,2300,Secondary,12,20,Yes,National,330.40071
FRA,Male,9.485697347,1600,Secondary,9,11,No,National,249.08129
FRA,Male,12.485549133,2700,Secondary,12,14,Yes,National,343.57056
FRA,Female,6.4226075787,500,Secondary,11,3,No,National,164.66352
FRA,Female,7.8034682081,1350,Secondary,5,20,Yes,National,249.38774
FRA,Male,8.8928412628,1500,Secondary,13,10,Yes,National,251.04601
FRA,Male,13.212221305,2000,Upper_second,14,12,Yes,National,286.73935
FRA,Female,15.1940545,2300,Tertiary,15,20,Yes,National,222.51545
FRA,Male,16.007114273,2700,Secondary,9,20,Yes,National,317.24333
FRA,Female,21.019442985,5000,Tertiary,15,36,Yes,National,292.46833
FRA,Male,10.078553431,1700,Secondary,13,10,No,National,272.58339
FRA,Female,10.789980732,1400,Secondary,14,15,Yes,National,223.5775
FRA,Female,13.87283237,2100,Tertiary,15,0,No,National,270.41564
FRA,Male,10.671409515,1800,Secondary,12,0,No,National,322.67156
FRA,Male,16.515276631,3000,Secondary,11,23,Yes,National,255.48757
FRA,Female,9.9091659785,1500,Secondary,11,32,Yes,National,242.30685
FRA,Male,13.042833852,2200,Tertiary,15,6,Yes,National,337.97596
FRA,Female,21.139554088,3200,Tertiary,15,36,,National,271.64811
FRA,Male,15.028901734,2600,Secondary,5,34,Yes,National,169.26295
FRA,Female,8.2576383154,750,Secondary,11,4,,National,258.46154
FRA,Female,11.549414916,2048,Secondary,12,16,Yes,National,300.85297
FRA,Male,10.305532618,1560,Secondary,11,12,Yes,National,277.51806
FRA,Male,20.809248555,4500,Tertiary,17,15,Yes,National,374.72475
FRA,Female,7.7071290944,1300,Secondary,11,7,No,National,266.24906
FRA,Male,15.746257596,2656,Tertiary,15,18,Yes,National,308.74629
FRA,Female,7.7023121387,533,Secondary,5,24,Yes,National,224.54852
FRA,Female,8.1206823629,1440,Secondary,11,25,,National,205.10368
FRA,Male,6.1657032755,1200,Secondary,11,36,Yes,National,219.68459
FRA,Female,9.4181117534,1222,Secondary,11,27,Yes,National,246.1478
FRA,Male,15.1940545,2300,Secondary,12,5,Yes,National,254.36496
FRA,Male,10.276172126,2000,Upper_second,14,21,Yes,National,328.91872
FRA,Female,9.1522157996,950,Upper_second,14,3,Yes,National,285.10683
FRA,Male,11.890999174,1800,Primary,5,40,Yes,Non_national,213.56838
FRA,Male,8.0924855491,700,Primary,5,30,No,Non_national,142.2707
FRA,Female,13.635689936,2300,Upper_second,14,8,Yes,Non_national,238.25551
FRA,Male,14.900449583,2900,Secondary,12,18,,National,301.14191
FRA,Male,9.9091659785,1500,Secondary,11,21,Yes,National,156.84678
FRA,Female,21.786952931,3298,Secondary,12,35,Yes,National,278.5686
FRA,Male,6.521416926,1100,Secondary,11,6,Yes,National,314.30128
FRA,Male,11.774121832,1986,Secondary,12,6,,National,304.15471
FRA,Female,11.560693642,350,Secondary,12,38,Yes,National,303.88664
FRA,Male,21.761305678,3200,Secondary,9,15,Yes,National,329.46839
FRA,Female,16.698779705,2600,Tertiary,15,12,No,National,359.85504
FRA,Female,9.2485549133,1400,Tertiary,15,0,No,National,262.08346
FRA,Male,24.260329694,2833,Tertiary,15,33,No,National,283.72307
FRA,Female,19.267822736,2500,Tertiary,15,34,No,National,279.72826
FRA,Male,10.078553431,1700,Secondary,12,10,,National,322.68532
FRA,Female,21.139554088,3200,Secondary,13,27,No,National,260.0825
FRA,Male,18.166804294,2750,Secondary,13,13,Yes,National,300.15445
FRA,Female,8.2369942197,570,Secondary,12,2,No,National,257.93251
FRA,Female,9.5788604459,1450,Secondary,11,4,Yes,National,247.85543
FRA,Female,10.75413362,2000,Tertiary,17,1,No,National,300.50595
FRA,Male,10.996757366,1950,Secondary,14,9,Yes,National,347.24167
FRA,Female,12.461210831,1024,Upper_second,14,5,Yes,National,289.5303
FRA,Male,19.157720892,2900,Secondary,9,37,Yes,National,249.94923
FRA,Male,7.1933204881,1400,Secondary,9,18,Yes,National,250.48378
FRA,Female,25.488576934,2315,Tertiary,17,1,No,National,297.28827
FRA,Male,10.276172126,1600,Secondary,5,30,No,National,219.27244
FRA,Male,11.560693642,2500,Upper_second,14,14,Yes,National,334.31568
FRA,Female,4.4958253051,700,Secondary,11,17,Yes,National,260.26791
FRA,Female,17.341040462,3000,Tertiary,17,20,,National,289.95056
FRA,Female,8.4161849711,910,Secondary,13,1,No,National,264.08502
FRA,Female,8.7134599505,1319,Secondary,11,17,No,Non_national,193.464
FRA,Male,11.410717075,1826,Secondary,5,24,No,National,190.51974
FRA,Male,13.810342134,2210,Secondary,11,10,Yes,National,305.26791
FRA,Female,7.3217726397,950,Secondary,13,1,Yes,National,224.38881
FRA,Male,10.837409219,1828,Secondary,11,8,,National,265.24404
FRA,Female,8.9182493807,1350,Primary,5,18,Yes,Non_national,183.77745
FRA,Male,15.854665566,2400,Secondary,11,22,Yes,National,267.77066
FRA,Male,12.881915772,1950,Secondary,12,17,Yes,National,379.63004
FRA,Female,14.533443435,2200,Secondary,14,34,Yes,National,245.72715
FRA,Female,9.7821253891,1100,Secondary,11,37,Yes,National,212.87943
FRA,Male,15.819896562,2600,Secondary,11,40,Yes,National,306.34164
FRA,Male,10.078553431,1700,Secondary,11,24,,National,293.30302
FRA,Female,11.145694383,1880,Tertiary,15,6,Yes,National,283.18421
FRA,Male,11.2642656,1900,Secondary,14,35,Yes,National,152.04627
FRA,Male,11.857121684,2000,Secondary,5,8,No,National,186.25668
FRA,Male,15.414258189,3000,Tertiary,15,10,Yes,National,354.94979
FRA,Female,10.63583815,1610,Tertiary,15,24,Yes,National,313.51832
FRA,Male,8.9502144322,1200,Secondary,11,18,Yes,National,212.61573
FRA,Male,19.818331957,3000,Tertiary,20,15,,Non_national,257.60624
FRA,Female,43.352601156,1500,Tertiary,15,13,Yes,National,276.6931
FRA,Female,9.2485549133,1400,Secondary,11,36,Yes,National,146.03979
FRA,Male,26.485549133,2291,Tertiary,15,12,Yes,National,319.94427
FRA,Male,9.485697347,1600,Secondary,11,25,Yes,National,276.25474
FRA,Male,18.497109827,2000,Tertiary,15,2,No,National,327.77545
FRA,Male,9.9091659785,1500,Secondary,13,3,Yes,National,244.28581
FRA,Male,31.791907514,5500,Tertiary,15,40,Yes,National,354.91732
FRA,Female,9.2485549133,1400,Secondary,12,10,No,National,299.96251
FRA,Male,9.9091659785,1500,Secondary,12,11,Yes,Non_national,84.95899
FRA,Female,7.9273327828,1200,Secondary,9,30,Yes,National,196.53846
FRA,Female,10.019267823,1300,Secondary,11,8,Yes,National,304.92841
FRA,Female,12.644508671,1750,Upper_second,14,20,Yes,National,263.53706
FRA,Male,16.007114273,2700,Secondary,11,20,Yes,National,318.41279
FRA,Female,10.966143683,1660,Secondary,5,20,No,Non_national,112.90423
FRA,Female,11.946050096,2015,Secondary,12,6,Yes,National,310.89952
FRA,Male,3.4682080925,525,Secondary,5,1,No,National,304.86232
FRA,Female,8.9182493807,1350,Tertiary,15,6,Yes,National,311.25601
FRA,Male,27.167630058,4700,Tertiary,17,12,Yes,National,320.11568
FRA,Female,14.073887912,1400,Secondary,12,35,Yes,National,226.96814
FRA,Female,13.31231389,1900,Upper_second,14,34,Yes,National,278.32658
FRA,Female,5.4995871181,999,Tertiary,15,10,Yes,National,267.7711
FRA,Female,16.515276631,2500,Tertiary,15,6,Yes,National,261.38868
FRA,Female,10.276172126,800,Secondary,5,15,No,Non_national,146.60403
FRA,Male,2.6085667704,440,Secondary,5,0,No,National,160.65974
FRA,Male,25.763831544,3900,Secondary,12,32,Yes,National,311.44269
FRA,Female,4.6242774566,1000,Secondary,11,15,Yes,National,227.09855
FRA,Female,5.1519193716,869,Tertiary,15,0,No,National,361.13602
FRA,Male,10.404624277,2250,Secondary,12,8,Yes,National,349.6139
FRA,Female,8.6705202312,1500,Secondary,13,12,Yes,National,221.00257
FRA,Female,15.622558975,2500,Tertiary,14,12,Yes,National,267.2729
FRA,Male,9.7862615943,1820,Upper_second,14,2,No,National,274.01085
FRA,Male,14.22854602,2400,Tertiary,17,2,No,National,323.32599
FRA,Male,15.96476741,2900,Upper_second,14,40,Yes,National,265.7437
FRA,Female,11.824938068,1790,Secondary,11,17,Yes,National,297.39761
FRA,Female,5.0446663163,1200,Secondary,11,30,Yes,Non_national,222.77863
FRA,Female,14.323402994,2416,Tertiary,20,7,Yes,National,281.53462
FRA,Male,14.129736673,2750,Tertiary,17,4,Yes,National,331.32279
FRA,Female,23.121387283,900,Tertiary,17,16,Yes,National,264.77336
FRA,Male,10.952236082,1800,Secondary,9,23,Yes,National,260.99478
FRA,Male,9.9091659785,1500,Secondary,5,23,Yes,Non_national,201.61615
FRA,Male,8.9916506101,1400,Secondary,11,12,Yes,National,260.70285
FRA,Female,15.028901734,1950,Tertiary,20,6,Yes,Non_national,294.44978
FRA,Female,15.235342692,1845,Tertiary,17,11,Yes,National,295.95971
FRA,Male,10.671409515,1800,Secondary,11,33,Yes,Non_national,279.4564
FRA,Female,13.87283237,3000,Upper_second,14,23,Yes,National,353.62356
FRA,Male,10.019267823,1300,Tertiary,15,4,Yes,National,300.26224
FRA,Female,6.6061106524,1000,Secondary,12,2,No,National,253.00468
FRA,Male,17.98330122,3500,Secondary,5,45,Yes,National,277.57315
FRA,Female,15.028901734,2535,Secondary,12,27,,National,280.84342
FRA,Male,10.789980732,1820,Secondary,5,18,Yes,National,194.18552
FRA,Male,22.460776218,3400,Secondary,11,25,Yes,Non_national,300.72191
FRA,Female,8.323699422,1800,Upper_second,14,0,No,National,272.5559
FRA,Male,18.497109827,3200,Upper_second,14,27,Yes,National,328.09268
FRA,Male,20.552344252,4000,Tertiary,17,23,Yes,National,332.42307
FRA,Male,9.9091659785,1500,Secondary,11,41,Yes,National,123.74037
FRA,Female,6.936416185,600,Secondary,13,20,Yes,National,206.27351
FRA,Female,16.515276631,2500,Secondary,11,40,No,National,198.38914
FRA,Female,8.3238150289,1440.02,Secondary,5,25,Yes,National,264.90806
FRA,Male,12.169151202,2000,Primary,5,42,Yes,National,198.4623
FRA,Male,9.2485549133,1600,Secondary,5,9,,Non_national,234.9117
FRA,Male,9.0474993717,900,Secondary,12,3,Yes,National,325.37779
FRA,Female,16.515276631,500,Tertiary,15,5,No,National,196.84648
FRA,Female,9.2485549133,1400,Secondary,11,15,Yes,National,232.12648
FRA,Female,28.901734104,5000,Tertiary,17,14,Yes,National,252.70974
FRA,Female,10.140379851,1535,Secondary,14,3,,National,301.89497
FRA,Male,8.1567116249,1270,Secondary,9,31,Yes,National,284.63456
FRA,Female,11.560693642,2000,Secondary,9,20,Yes,National,235.86684
FRA,Female,16.647398844,1800,Upper_second,14,24,Yes,National,248.95389
FRA,Female,15.1940545,2300,Upper_second,14,4,,National,278.25538
FRA,Female,14.533443435,2200,Tertiary,15,35,Yes,National,326.32029
FRA,Female,15.414258189,200,Secondary,5,40,Yes,Non_national,163.03728
FRA,Female,19.010918433,3700,Tertiary,17,9,Yes,National,302.90148
FRA,Male,10.701899257,1620,Secondary,11,38,Yes,National,281.15786
FRA,Female,13.87283237,2100,Upper_second,14,16,,National,215.38084
FRA,Male,14.450867052,2500,Tertiary,17,4,Yes,National,356.25016
FRA,Male,12.138728324,2100,Tertiary,17,1,No,Non_national,254.89343
FRA,Female,9.5696852922,1490,Secondary,11,16,Yes,National,231.82348
FRA,Male,13.87283237,2100,Secondary,11,30,Yes,National,172.41415
FRA,Female,9.9091659785,1500,Upper_second,14,13,Yes,National,239.35243
FRA,Male,15.622558975,2500,Tertiary,17,27,Yes,National,341.70073
FRA,Male,15.622558975,2500,Tertiary,17,7,No,National,329.4753
FRA,Female,16.845582164,2550,Tertiary,15,25,Yes,National,298.34138
FRA,Male,6.6061106524,1000,Primary,5,22,Yes,Non_national,140.91313
FRA,Male,30.828516378,2800,Secondary,9,34,,National,293.66317
FRA,Male,12.845215157,2000,Tertiary,17,24,,,229.18308
FRA,Male,8.9202312139,1929,Secondary,11,2,,National,178.15723
FRA,Female,17.98330122,3500,Tertiary,17,6,Yes,National,397.83437
FRA,Female,3.3030553262,500,Secondary,9,0,No,National,232.22158
FRA,Female,9.2485549133,1600,Secondary,5,28,Yes,National,218.64019
FRA,Female,6.936416185,600,Upper_second,14,39,Yes,National,260.87099
FRA,Male,15.405450041,2332,Secondary,11,35,,National,294.97945
FRA,Male,15.1940545,2300,Secondary,11,7,Yes,National,273.18839
FRA,Female,18.416184971,1593,Upper_second,14,40,Yes,National,304.2661
FRA,Male,11.626754748,1760,Secondary,12,9,No,National,285.92296
FRA,Female,8.4778420039,1100,Secondary,9,5,,National,321.93396
FRA,Female,7.179799209,590,Secondary,11,25,Yes,National,205.72247
FRA,Female,11.560693642,1300,Tertiary,14,13,Yes,Non_national,282.75384
FRA,Female,9.0173410405,1950,Tertiary,17,2,Yes,National,342.84317
FRA,Female,13.068610204,1300,Tertiary,15,20,Yes,National,268.08328
FRA,Male,34.682080925,2400,Tertiary,15,33,,Non_national,265.98312
FRA,Male,11.857121684,2000,Secondary,12,5,,National,337.23254
FRA,Male,9.0610842056,1450,Primary,5,39,Yes,Non_national,84.396
FRA,Female,13.87283237,600,Tertiary,15,29,Yes,National,298.82129
FRA,Male,8.6705202312,1500,Secondary,13,8,Yes,Non_national,247.93167
FRA,Female,7.0671290944,458.48,Secondary,9,15,Yes,National,273.75527
FRA,Male,32.759884393,2833.73,Tertiary,15,22,Yes,National,311.34856
FRA,Male,19.075144509,3300,Primary,5,35,Yes,National,225.13343
FRA,Female,9.6184971098,1456,Secondary,13,8,Yes,National,290.61829
FRA,Female,11.230388109,1700,Secondary,12,30,,National,325.40821
FRA,Male,14.450867052,2500,Secondary,11,29,Yes,National,342.09263
FRA,Female,9.9285957157,730,Secondary,9,25,Yes,National,292.1385
FRA,Female,11.890999174,1800,Tertiary,17,15,Yes,Non_national,205.97865
FRA,Male,9.9091659785,1500,Secondary,5,12,Yes,Non_national,218.33597
FRA,Male,9.9091659785,1500,Upper_second,14,22,,Non_national,237.65207
FRA,Female,12.449977768,2100,Tertiary,17,2,,National,323.13033
FRA,Male,10.789980732,2100,Tertiary,17,2,No,National,271.22069
FRA,Female,18.497109827,4000,Tertiary,15,30,Yes,National,249.58683
FRA,Female,7.2789552558,1700,Upper_second,14,18,Yes,National,252.56535
FRA,Male,,1000,Tertiary,15,12,,National,265.32181
FRA,Female,9.2485549133,1600,Secondary,11,33,Yes,National,239.02946
FRA,Female,11.890999174,1800,Secondary,13,10,No,Non_national,205.58991
FRA,Male,,4000,Tertiary,20,31,Yes,National,309.5716
FRA,Male,15.854665566,2400,Secondary,11,39,Yes,National,206.02801
FRA,Male,12.280759703,1859,Secondary,11,24,Yes,National,249.39425
FRA,Female,11.857121684,2000,Tertiary,15,14,No,National,266.93968
FRA,Male,8.5879438481,1300,Secondary,11,1,No,National,265.08573
FRA,Female,25.555217524,2100,Secondary,14,32,Yes,National,245.75003
FRA,Female,6.5510597303,1700,Secondary,12,2,,National,304.66969
FRA,Female,31.791907514,5500,Secondary,12,20,No,National,336.10991
FRA,Male,20.809248555,3600,Tertiary,17,19,Yes,National,306.73393
FRA,Male,11.873144821,1900,Secondary,11,35,,National,234.13833
FRA,Male,14.450867052,2500,Primary,5,37,Yes,Non_national,207.47156
FRA,Female,11.560693642,1400,Secondary,11,13,Yes,National,261.45323
FRA,Male,20.157106862,3400,Secondary,5,27,Yes,National,214.15738
FRA,Male,14.473988439,2191,Secondary,5,36,Yes,National,231.57879
FRA,Female,10.623340103,1700,Tertiary,15,1,Yes,National,318.97271
FRA,Male,13.245251858,2005,Secondary,11,35,Yes,Non_national,215.05711
FRA,Female,11.857121684,2000,Secondary,9,25,Yes,National,210.58638
FRA,Male,9.3735353851,1500,Tertiary,15,3,Yes,National,258.46685
FRA,Female,16.289017341,2818,Upper_second,14,15,Yes,National,306.77315
FRA,Male,16.955684008,3300,Secondary,14,17,Yes,National,318.66973
FRA,Male,16.599970357,2800,Secondary,13,28,Yes,National,276.11938
FRA,Male,7.5970272502,1150,Tertiary,17,1,,National,378.98445
FRA,Male,9.1410135771,1700,Secondary,5,15,Yes,Non_national,259.58184
FRA,Male,16.383154418,2480,Secondary,13,10,Yes,National,306.35558
FRA,Male,13.87283237,2400,Primary,5,47,No,Non_national,158.57802
FRA,Female,10.754409367,1814,Secondary,13,12,Yes,National,183.11755
FRA,Male,4.293971924,650,Secondary,5,2,No,National,235.02138
FRA,Male,11.230388109,1700,Secondary,12,15,,National,281.24648
FRA,Male,10.569777044,1600,Secondary,11,35,Yes,National,238.8193
FRA,Female,9.063583815,980,Secondary,11,30,Yes,National,221.99486
FRA,Male,14.821402105,2500,Secondary,11,20,Yes,National,268.21671
FRA,Male,11.817597945,2300,Tertiary,15,5,Yes,National,245.46023
FRA,Female,28.901734104,5000,Tertiary,15,30,Yes,National,282.33772
FRA,Male,9.485697347,1600,Secondary,13,11,No,National,326.46126
FRA,Female,9.1164327002,1380,Secondary,5,10,No,National,242.16844
FRA,Female,7.8951078528,1400,Secondary,13,15,Yes,National,289.44059
FRA,Male,10.078553431,1700,Secondary,11,20,Yes,National,233.54963
FRA,Female,14.385252304,2302,Secondary,13,16,Yes,National,297.53987
FRA,Female,11.890999174,1800,Upper_second,14,5,,National,287.84746
FRA,Female,21.151787626,2470,Secondary,12,22,Yes,National,262.00922
FRA,Female,16.473988439,2850,Tertiary,17,17,Yes,Non_national,272.27917
FRA,Female,8.9916506101,1400,Secondary,11,28,Yes,National,218.49666
FRA,Male,8.8928412628,1000,Primary,5,43,,National,129.3236
FRA,Male,26.424442609,4000,Upper_second,14,22,Yes,National,287.65639
FRA,Male,10.265895954,1554,Secondary,11,12,,National,292.65584
FRA,Female,10.05277708,1000,Secondary,14,12,Yes,National,294.31169
FRA,Male,11.065235343,1675,Secondary,14,32,No,National,266.75139
FRA,Male,11.613542527,1758,Secondary,11,8,Yes,National,257.15081
FRA,Male,15.310107796,2450,Primary,5,33,Yes,Non_national,110.3865
FRA,Male,13.212221305,2000,Upper_second,14,15,Yes,National,297.4047
FRA,Male,9.2485549133,1400,Primary,5,42,,National,186.52811
FRA,Female,9.1151622944,1025,Secondary,9,37,Yes,National,223.15667
FRA,Female,8.4227910818,510,Tertiary,17,23,Yes,National,243.29987
FRA,Female,26.424442609,4000,Tertiary,20,25,No,National,310.12698
FRA,Male,4.8117481643,770,Secondary,11,3,No,National,240.40791
FRA,Female,11.873144821,1900,Upper_second,14,12,Yes,National,290.58875
FRA,Female,10.276172126,1200,Secondary,9,37,Yes,National,239.45133
FRA,Male,9.5722543353,1449,Secondary,11,24,Yes,National,176.28381
FRA,Female,18.063583815,2500,Upper_second,14,20,No,National,296.5848
FRA,Male,12.716763006,2200,Tertiary,17,7,Yes,National,322.49067
FRA,Female,9.9091659785,1500,Upper_second,14,3,Yes,National,272.40247
FRA,Female,14.269199009,2160,Tertiary,15,11,Yes,National,320.28742
FRA,Female,12.845215157,2500,Tertiary,17,7,,National,337.65111
FRA,Male,10.378933847,2020,Secondary,11,17,Yes,National,231.42601
FRA,Female,6.2758051197,950,Secondary,12,1,No,National,262.73536
FRA,Male,19.470641923,3200,Upper_second,14,26,Yes,National,367.95193
FRA,Female,8.0422216637,800,Secondary,11,10,Yes,National,203.55737
FRA,Male,11.685193419,1971,Secondary,11,14,Yes,National,293.71589
FRA,Male,11.857121684,2000,Secondary,5,34,Yes,National,275.79002
FRA,Female,13.042833852,2200,Upper_second,14,15,No,National,298.86338
FRA,Female,19.653179191,1700,Tertiary,15,40,Yes,National,287.00353
FRA,Male,13.842409492,2275,Upper_second,14,6,Yes,National,341.3584
FRA,Female,5.6151940545,850,Secondary,12,0,No,Non_national,259.13977
FRA,Female,13.487475915,2100,Tertiary,17,16,,National,321.81129
FRA,Male,9.4401321222,1429,Secondary,11,30,Yes,National,211.66974
FRA,Male,28.406275805,4300,Secondary,12,18,Yes,National,289.19737
FRA,Male,9.7353209614,1600,Upper_second,14,7,Yes,National,326.66341
FRA,Female,15.1940545,2300,Upper_second,14,20,Yes,National,285.74343
FRA,Female,18.497109827,4000,Tertiary,17,17,Yes,Non_national,293.32018
FRA,Male,15.028901734,3250,Upper_second,14,28,Yes,National,318.39317
FRA,Male,16.247461334,2600,Upper_second,14,28,Yes,National,326.72444
FRA,Male,11.560693642,1750,Secondary,11,21,No,National,196.84322
FRA,Female,11.248242462,1800,Secondary,12,10,Yes,National,301.57854
FRA,Female,19.075144509,3300,Tertiary,17,39,Yes,National,244.2081
FRA,Female,15.945784333,2000,Tertiary,17,20,Yes,National,272.95514
FRA,Male,23.121387283,400,Secondary,11,21,,Non_national,190.23397
FRA,Female,9.0558766859,705,Primary,5,41,Yes,National,155.2724
FRA,Female,13.102119461,3400,Tertiary,17,14,Yes,National,365.81506
FRA,Male,10.377098816,1885,Tertiary,17,8,Yes,National,340.41883
FRA,Male,9.7999110716,1653,Secondary,11,15,,National,283.28614
FRA,Male,15.260115607,3300,Tertiary,17,4,No,National,301.69705
FRA,Female,8.323699422,900,Secondary,5,1,,National,266.62545
FRA,Female,9.2485549133,200,Secondary,11,34,,National,286.1516
FRA,Male,23.121387283,4500,Tertiary,15,16,Yes,National,293.07757
FRA,Female,17.506193229,2650,Tertiary,15,13,No,National,264.60164
FRA,Female,13.212221305,2000,Upper_second,14,12,Yes,National,322.79467
FRA,Male,11.560693642,2000,Tertiary,17,10,Yes,National,301.57897
FRA,Female,17.341040462,3000,Upper_second,14,37,,National,288.74784
FRA,Female,16.184971098,2100,Tertiary,15,21,Yes,National,266.57634
FRA,Female,,1900,Tertiary,15,14,Yes,National,320.26114
FRA,Male,22.496484924,3600,Tertiary,15,14,Yes,National,332.90933
FRA,Male,10.677126342,1293,Secondary,5,27,Yes,National,181.51609
